nID;nID_SubjectOrganJoin;sName;sValue
1276;1619;sPosada;["Голова Миколаївської ОДА","Перший заступник голови ОДА з питань розвитку інфраструктури/будівництва/екології/ЖКГ/цивільного захисту","Заступник голови ОДА з питань фінансів/економічного розвитку та АПК","Заступник голови ОДА з політико-правових/соціальних/гуманітарних питань та туризму","Керівник апарату Миколаївської ОДА"]
1277;1619;sRozkladPriyom;=[sPosada]=='0'?'1-й і 3-й четвер щомісяця з 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':[sPosada]=='1'?'1-а і 3-а середа щомісяця з 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':[sPosada]=='2'?'2-а і 4-а середа щомісяця з 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':[sPosada]=='3'?'1-й і 3-й вівторок щомісяця з 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':[sPosada]=='4'?'1-а і 3-а п`ятниця щомісяця 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':''
1278;1619;sPhoneOrgan;
1279;1619;sMailClerk226;prodan@mk.gov.ua
1280;1619;sPosadaVid;=[sPosada]=='0'?'Голови Миколаївської ОДА':[sPosada]=='1'?'Першого заступника голови ОДА з питань розвитку інфраструктури, будівництва, екології, ЖКГ та цивільного захисту':[sPosada]=='2'?'Заступника голови ОДА з питань фінансів, економічного розвитку та АПК':[sPosada]=='3'?'Заступника голови ОДА з політико-правових, соціальних, гуманітарних питань та туризму':[sPosada]=='4'?'Керівника апарату Миколаївської ОДА':''
1281;1619;sArea;Тернопільської обласної державної адміністрації
1282;1619;sGolova;=[sPosada]=='0'?'Меріков В.І.':[sPosada]=='1'?'Романчук М.П.':[sPosada]=='2'?'Бонь В.В.':[sPosada]=='3'?'Янішевська О.А.':[sPosada]=='4'?'Ничипорчук А.Г.':''
1283;1620;sPosada;["Начальник управління","Перший заступник начальника управління","Заступник начальника головного територіального управління юстиції з питань державної виконавчої служби - начальник Управління державної виконавчої служби","Заступник начальника головного територіального управління юстиції з питань державної реєстрації - начальник Управління державної реєстрації","Начальник управління фінансового та матеріально-технічного забезпечення","Начальник відділу кадрової роботи та державної служби","Начальник відділу з питань нотаріату","Начальник відділу судової роботи та міжнародного співробітництва","Начальник відділу з питань банкрутства","Начальник відділу реєстрації нормативно-правових актів/правової роботи/правової освіти","Начальник відділу організаційної роботи/документування/контролю"]
1284;1620;sPosadaVid;=[sPosada]=='0'?'Начальнику управління':[sPosada]=='1'?'Першому заступнику начальника управління':[sPosada]=='2'?'Заступнику начальника головного територіального управління юстиції з питань державної виконавчої служби - начальник Управління державної виконавчої служби':[sPosada]=='3'?'Заступнику начальника головного територіального управління юстиції з питань державної реєстрації - начальник Управління державної реєстрації':[sPosada]=='4'?'Начальнику управління фінансового та матеріально-технічного забезпечення':[sPosada]=='5'?'Начальнику відділу кадрової роботи та державної служби':[sPosada]=='6'?'Начальнику відділу з питань нотаріату':[sPosada]=='7'?'Начальнику відділу судової роботи та міжнародного співробітництва':[sPosada]=='8'?'Начальнику відділу з питань банкрутства':[sPosada]=='9'?'Начальнику відділу реєстрації нормативно-правових актів/правової роботи та правової освіти':[sPosada]=='10'?'Начальнику відділу організаційної роботи/ документування та контролю':''
1285;1620;sRozkladPriyom;=[sPosada]=='0'?'Кожного другого та четвертого вівторка місяця з 09-00 до 12-00':[sPosada]=='1'?'Кожної середи місяця з 09-00 до 12-00':[sPosada]=='2'?'Кожного четверга місяця з 09-00 до 12-00':[sPosada]=='3'?'Кожної середи місяця з 13-00 до 17-00':[sPosada]=='4'?'Кожного вівторка місяця з 13-00 до 17-00':[sPosada]=='5'?'Кожного четверга місяця з 09-00 до 12-00':[sPosada]=='6'?'Кожного вівторка місяця з 09-00 до 12-00':[sPosada]=='7'?'Кожного четверга місяця з 09-00 до 12-00':[sPosada]=='8'?'Кожної середи місяця з 09-00 до 12-00':[sPosada]=='9'?'Кожної середи місяця з 09-00 до 12-00':[sPosada]=='10'?'Кожного вівторка місяця з 09-00 до 12-00':''
1286;1620;sNameOrgan;Головне територіальне управління юстиції у Миколаївській області
1287;1620;sMailClerk226;
1288;1620;sPhoneOrgan;
1289;1281;sNameOrgan;Підгаєцька РДА
1290;1281;sMailClerk;pub_info@ko.te.ua
1291;1281;sPosada;["Голова Підгаєцької РДА"]
1292;1281;sRozkladPriyom;=[sPosada]=='0'?'1-ша та 3-тя п’ятниця щомісяця з 10.00 год. до 13.00 год.':''
1293;1281;sPhoneOrgan;(03542) 2-23-78
1294;1281;sMailClerk226;pub_info@ko.te.ua
1295;1281;sPosadaVid;=[sPosada]=='0'?'голови Підгаєцької РДА':''
1296;1282;sNameOrgan;Тернопільська РДА
1297;1282;sMailClerk;admin@trda.gov.te.ua
1298;1282;sPosada;["Голова Тернопільської РДА"]
1299;1282;sRozkladPriyom;=[sPosada]=='0'?'1-й та 3-й четвер місяця з 10 до 13 год.':''
1300;1282;sPhoneOrgan;(0352) 43-59-30
1301;1282;sMailClerk226;admin@trda.gov.te.ua
1302;1282;sPosadaVid;=[sPosada]=='0'?'голови Тернопільської РДА':''
1303;1283;sNameOrgan;Івано-Франківська ОДА
1304;1283;sMailClerk;zhigan.roman@gmail.com
1305;1283;sPosada;["Голова Івано-Франківської ОДА"]
1306;1283;sRozkladPriyom;=[sPosada]=='0'?'1-й і 3-й четвер щомісяця в облдержадміністрації з 10.00 до 13.00 год. 4-й четвер - виїзний день':''
1307;1283;sPhoneOrgan;(0342) 55-20-07
1308;1283;sMailClerk226;zhigan.roman@gmail.com
1309;1283;sPosadaVid;=[sPosada]=='0'?'голови Івано-Франківської ОДА':''
1310;1283;sArea;Івано-Франківської обласної державної адміністрації
1311;1283;sGolova;
1312;1284;sNameOrgan;Тернопільська міська рада
1313;1284;sMailClerk;tmr.urydichni@gmail.com
1314;1284;sPosada;["Голова Тернопільської міської ради"]
1315;1284;sRozkladPriyom;=[sPosada]=='0'?'1-й та 3-й вівторок місяця з 14 год.':''
1316;1284;sPhoneOrgan;(0352) 40-41-26
1317;1284;sMailClerk226;lilia110975@i.ua
1318;1284;sPosadaVid;=[sPosada]=='0'?'голови Тернопільської міської ради':''
1319;1285;sNameOrgan;Полтавська ОДА
1320;1285;sMailClerk;zpi@adm-pl.gov.ua
1321;1285;sPosada;["Голова Полтавської ОДА"]
1322;1285;sRozkladPriyom;=[sPosada]=='0'?'Перший і третій вівторок. З 09 до 13:00':''
1323;1285;sPhoneOrgan;7-29-71
1324;1285;sMailClerk226;zvg@adm-pl.gov.ua
1325;1285;sPosadaVid;=[sPosada]=='0'?'Голови Полтавської ОДА':''
1326;1285;sArea;Полтавської обласної державної адміністрації
1327;1285;sGolova;
1328;1286;sNameOrgan;Бережанська РДА
1329;1286;sMailClerk;zv_ber@ukr.net
1330;1286;sPosada;["Голова Бережанської РДА"]
1331;1286;sRozkladPriyom;=[sPosada]=='0'?'1-а і 3-я п’ятниця щомісяця в райдержадміністрації з 10.00 до 13.00 години 4-а п’ятниця - виїзний день':''
1332;1286;sPhoneOrgan;(03548) 2-11-78
1333;1286;sMailClerk226;zv_ber@ukr.net
1334;1286;sPosadaVid;=[sPosada]=='0'?'голови Бережанської РДА':''
1335;1287;sNameOrgan;Борщівська РДА
1336;1287;sMailClerk;oleg_org@ukr.net
1337;1287;sPosada;[Голова Борщівської РДА]
1338;1287;sRozkladPriyom;=[sPosada]=='0'?'1-а, 3-я п'ятниця щомісяця з 10.00 до 13.00 год. 4-а п’ятниця виїзний день':''
1339;1287;sPhoneOrgan;(03541) 2-11-78
1340;1287;sMailClerk226;oleg_org@ukr.net
1341;1287;sPosadaVid;=[sPosada]=='0'?'голови Борщівської РДА':''
1342;1288;sNameOrgan;Бучацька РДА
1343;1288;sMailClerk;rda@buс.tr.ukrtel.net
1344;1288;sPosada;[Голова Бучацької РДА]
1345;1288;sRozkladPriyom;=[sPosada]=='0'?'1-а і 3-я п’ятниця щомісяця в райдержадміністрації з 10,00 до 13,00 год. 4-та п’ятниця  виїзний день':''
1346;1288;sPhoneOrgan;(03544) 2-12-78
1347;1288;sMailClerk226;rda@buс.tr.ukrtel.net
1348;1288;sPosadaVid;=[sPosada]=='0'?'голови Бучацької РДА':''
1349;1289;sNameOrgan;Гусятинська РДА
1350;1289;sMailClerk;gus_rad@gus.tr.ukrtel.net
1351;1289;sPosada;["Голова Гусятинської РДА"]
1352;1289;sRozkladPriyom;=[sPosada]=='0'?'1-й і 3-й вівторок щомісяця в райдержадміністрації з 10:00 – 13:00 2-й вівторок – виїзний день':''
1353;1289;sPhoneOrgan;(03557) 2-11-78
1354;1289;sMailClerk226;gus_rad@gus.tr.ukrtel.net
1355;1289;sPosadaVid;=[sPosada]=='0'?'голови Гусятинської РДА':''
1356;1290;sNameOrgan;Заліщицька РДА
1357;1290;sMailClerk;zaldnister@ukr.net
1358;1290;sPosada;["Голова Заліщицької РДА"]
1359;1290;sRozkladPriyom;=[sPosada]=='0'?'1-й і 3-й понеділок щомісяця в райдержадміністрації з 10 до 13 год. 3-й четвер – виїзний день':''
1360;1290;sPhoneOrgan;(03554) 2-12-78
1361;1290;sMailClerk226;zaldnister@ukr.net
1362;1290;sPosadaVid;=[sPosada]=='0'?'голови Заліщицької РДА':''
1363;1291;sNameOrgan;Збаразька РДА
1364;1291;sMailClerk;rda@zbarazh-rda.gov.ua
1365;1291;sPosada;["Голова Збаразької РДА"]
1366;1291;sRozkladPriyom;=[sPosada]=='0'?'1-а і 3-я  п’ятниця щомісяця в райдержадміністрації з 10.00 до 13.00 год. 4-а п’ятниця виїзний день':''
